A33_001,A33_002,A33_003,A33_004,A33_005,A33_006,A33_007,A33_008,phenomenon_type_ja,zone_type_ja,prefecture_ja,special_warning_status,properties_json,wkt
1,1,44,Ⅱ-1-3093,除2,佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3093"", ""A33_005"": ""除2"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.572628 32.850739, 131.572629 32.850728, 131.572523 32.850738, 131.572406 32.85075, 131.572336 32.850756, 131.572226 32.850767, 131.57222 32.850849, 131.572363 32.850888, 131.572377 32.850947, 131.572408 32.851043, 131.572596 32.850947, 131.572645 32.850922, 131.572679 32.8509, 131.572707 32.850879, 131.57278 32.850826, 131.572788 32.85082, 131.572743 32.850768, 131.57265 32.850748, 131.572628 32.850739))"
1,1,44,Ⅱ-1-3096,長渕2,佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3096"", ""A33_005"": ""長渕2"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.57222 32.84068, 131.572282 32.840669, 131.572309 32.840664, 131.572351 32.840653, 131.572488 32.840616, 131.572487 32.840571, 131.572443 32.840483, 131.572442 32.840483, 131.57228 32.84059, 131.572191 32.840649, 131.57218 32.840654, 131.572172 32.840658, 131.572154 32.840664, 131.572093 32.840679, 131.572079 32.840682, 131.572184 32.840671, 131.572177 32.840688, 131.57222 32.84068))"
1,1,44,Ⅱ-1-3098,越野4,佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3098"", ""A33_005"": ""越野4"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.614024 32.857601, 131.614008 32.857831, 131.613986 32.858162, 131.613979 32.858219, 131.613969 32.858313, 131.613966 32.858335, 131.613959 32.858403, 131.613981 32.858407, 131.614209 32.858503, 131.61427 32.858534, 131.614319 32.85846, 131.614322 32.858455, 131.614349 32.858414, 131.61438 32.858355, 131.614422 32.858228, 131.614439 32.85815, 131.61445 32.858069, 131.614453 32.85805, 131.614473 32.857903, 131.614505 32.857683, 131.614513 32.857621, 131.614443 32.857569, 131.614292 32.857446, 131.614079 32.857392, 131.614075 32.857406, 131.614061 32.857419, 131.614035 32.857437, 131.614024 32.857601))"
1,1,44,Ⅱ-1-3099,越野5(A),佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3099"", ""A33_005"": ""越野5(A)"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.614322 32.857461, 131.614312 32.857359, 131.614098 32.857365, 131.614067 32.857366, 131.614029 32.857362, 131.613996 32.857356, 131.61398 32.857352, 131.613965 32.857348, 131.613878 32.857325, 131.61393 32.857392, 131.613777 32.857387, 131.613822 32.857427, 131.613851 32.857452, 131.613934 32.857524, 131.614041 32.857618, 131.614094 32.857664, 131.614322 32.857461))"
1,1,44,Ⅱ-1-3102,越野8(A),佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3102"", ""A33_005"": ""越野8(A)"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.621021 32.848092, 131.620941 32.848034, 131.620897 32.848088, 131.620802 32.848103, 131.620771 32.848152, 131.620771 32.848167, 131.620625 32.84828, 131.620571 32.848381, 131.620685 32.848464, 131.620784 32.848535, 131.62079 32.848539, 131.620814 32.848553, 131.620851 32.848568, 131.620891 32.848581, 131.620945 32.848598, 131.621005 32.848617, 131.621045 32.84863, 131.621046 32.848527, 131.621051 32.848386, 131.621054 32.848357, 131.621067 32.848332, 131.621094 32.848294, 131.621123 32.848207, 131.621117 32.84819, 131.621109 32.848165, 131.621103 32.848156, 131.621095 32.848147, 131.621086 32.848139, 131.621074 32.84813, 131.621022 32.848093, 131.621021 32.848092))"
1,1,44,Ⅱ-1-3102,越野8(B),佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3102"", ""A33_005"": ""越野8(B)"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.620162 32.847303, 131.620168 32.847317, 131.620174 32.847355, 131.620174 32.847368, 131.620191 32.847393, 131.620236 32.847478, 131.620247 32.847582, 131.620429 32.84767, 131.620574 32.847754, 131.620588 32.847737, 131.620615 32.847702, 131.62063 32.847678, 131.620661 32.84763, 131.620665 32.847623, 131.620711 32.847551, 131.620693 32.847541, 131.620773 32.847373, 131.620692 32.847246, 131.620438 32.847206, 131.620272 32.84714, 131.620231 32.847196, 131.620216 32.847216, 131.620195 32.847246, 131.620167 32.847284, 131.620165 32.847291, 131.620165 32.847299, 131.620162 32.847303))"
1,1,44,Ⅱ-1-3102,越野8(C),佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3102"", ""A33_005"": ""越野8(C)"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.621221 32.847765, 131.621249 32.847717, 131.621117 32.847781, 131.621074 32.847864, 131.621046 32.847915, 131.621002 32.847998, 131.621036 32.848081, 131.621083 32.848, 131.621145 32.847895, 131.621221 32.847765))"
1,1,44,Ⅱ-1-3103,越野9(A),佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3103"", ""A33_005"": ""越野9(A)"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.619411 32.846541, 131.619398 32.84654, 131.619384 32.846543, 131.619374 32.846546, 131.61936 32.846553, 131.619318 32.846575, 131.619246 32.846641, 131.619235 32.846748, 131.619249 32.846764, 131.619305 32.846802, 131.619317 32.846811, 131.619325 32.846814, 131.619333 32.846816, 131.619335 32.846817, 131.619375 32.846825, 131.619401 32.84683, 131.61948 32.846845, 131.619533 32.846803, 131.619551 32.846684, 131.619562 32.846583, 131.61949 32.846563, 131.619461 32.846555, 131.619414 32.846542, 131.619411 32.846541))"
1,1,44,Ⅱ-1-3103,越野9(B),佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3103"", ""A33_005"": ""越野9(B)"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.619378 32.847304, 131.619347 32.84718, 131.61931 32.847181, 131.619241 32.847184, 131.619166 32.847186, 131.619078 32.847189, 131.619059 32.84719, 131.619022 32.847267, 131.618943 32.847414, 131.619114 32.847677, 131.619244 32.847777, 131.619299 32.847745, 131.619332 32.847725, 131.619365 32.847706, 131.619376 32.8477, 131.619453 32.847655, 131.619394 32.847476, 131.619477 32.847385, 131.619378 32.847304))"
1,1,44,Ⅱ-1-3124,釘戸11,佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3124"", ""A33_005"": ""釘戸11"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.630698 32.8628, 131.630635 32.862749, 131.630555 32.862761, 131.63053 32.862765, 131.630479 32.862772, 131.630426 32.862785, 131.630381 32.8628, 131.630344 32.862814, 131.630252 32.862856, 131.630161 32.862898, 131.629882 32.863027, 131.629876 32.863102, 131.629841 32.863129, 131.629846 32.863168, 131.630281 32.863057, 131.630358 32.863037, 131.630755 32.862936, 131.63078 32.862929, 131.630857 32.86291, 131.630848 32.86288, 131.630698 32.8628))"
1,1,44,Ⅱ-1-3125,釘戸12,佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3125"", ""A33_005"": ""釘戸12"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.630288 32.862025, 131.630282 32.861998, 131.630254 32.862006, 131.630182 32.862028, 131.630178 32.862029, 131.630154 32.862035, 131.630119 32.86204, 131.630071 32.862047, 131.629989 32.86206, 131.629993 32.862101, 131.629993 32.862101, 131.630037 32.862165, 131.63013 32.86215, 131.630142 32.862148, 131.630172 32.862143, 131.630187 32.86214, 131.630205 32.862134, 131.630214 32.862129, 131.630224 32.862124, 131.630303 32.86208, 131.630288 32.862025, 131.630288 32.862025))"
1,1,44,Ⅱ-1-3141,楢の木5,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3141"", ""A33_005"": ""楢の木5"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.624041 32.854171, 131.624062 32.854179, 131.624093 32.854191, 131.624152 32.854203, 131.624182 32.85421, 131.62421 32.854221, 131.624236 32.854234, 131.624272 32.854255, 131.624293 32.854216, 131.624305 32.854187, 131.624306 32.854184, 131.624315 32.854156, 131.624323 32.854126, 131.624327 32.854096, 131.624327 32.854064, 131.624326 32.854009, 131.624325 32.853837, 131.62413 32.853873, 131.62397 32.853986, 131.623991 32.854086, 131.623997 32.854115, 131.624 32.854129, 131.624009 32.854146, 131.624021 32.854158, 131.624041 32.854171))"
1,1,44,Ⅱ-1-3142,楢の木6,佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3142"", ""A33_005"": ""楢の木6"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.624737 32.851899, 131.6247 32.85186, 131.624576 32.8519, 131.624435 32.851911, 131.624387 32.851926, 131.624337 32.85196, 131.624331 32.851975, 131.624313 32.852017, 131.624302 32.852045, 131.624302 32.852047, 131.624299 32.852067, 131.624305 32.852095, 131.624325 32.852201, 131.624417 32.852263, 131.624501 32.852247, 131.624642 32.852154, 131.624755 32.85212, 131.624781 32.852112, 131.624768 32.852047, 131.624763 32.852023, 131.624756 32.851987, 131.624742 32.851919, 131.624738 32.851903, 131.624737 32.851899))"
1,1,44,Ⅱ-1-3143,楢の木7,佐伯市,2020-08-25,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3143"", ""A33_005"": ""楢の木7"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-08-25"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.625309 32.851712, 131.625362 32.851571, 131.625381 32.851438, 131.625264 32.851269, 131.625228 32.851313, 131.625084 32.851302, 131.625051 32.851308, 131.624906 32.851331, 131.624816 32.851345, 131.624732 32.851359, 131.624711 32.851362, 131.624684 32.851593, 131.624812 32.851663, 131.624906 32.851662, 131.624906 32.851662, 131.625001 32.851629, 131.625062 32.851651, 131.625011 32.851724, 131.62508 32.851721, 131.625118 32.85172, 131.625166 32.851718, 131.6252 32.851716, 131.625309 32.851712))"
1,1,44,Ⅱ-1-3145,楢の木8,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3145"", ""A33_005"": ""楢の木8"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.629096 32.848544, 131.629122 32.848505, 131.629009 32.848521, 131.628908 32.84842, 131.628887 32.848451, 131.628856 32.848499, 131.628825 32.848545, 131.628773 32.848623, 131.628843 32.848704, 131.62898 32.848722, 131.62899 32.848708, 131.629032 32.848643, 131.62907 32.848584, 131.629096 32.848544))"
1,1,44,Ⅱ-1-3169,田中2,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3169"", ""A33_005"": ""田中2"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.684312 32.865938, 131.684398 32.866097, 131.684399 32.866128, 131.684424 32.866122, 131.684501 32.866101, 131.68456 32.866085, 131.68466 32.866059, 131.684683 32.866053, 131.684627 32.865999, 131.684658 32.865965, 131.684678 32.865954, 131.68471 32.86589, 131.684825 32.865798, 131.684825 32.865798, 131.684814 32.865692, 131.684731 32.865683, 131.684708 32.86568, 131.684671 32.865676, 131.68466 32.865675, 131.684536 32.865754, 131.684312 32.865938))"
1,1,44,Ⅱ-1-3174,柿木2,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3174"", ""A33_005"": ""柿木2"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.683835 32.857098, 131.683841 32.857028, 131.683766 32.857019, 131.683649 32.85703, 131.683646 32.857029, 131.683642 32.857024, 131.683638 32.857021, 131.683637 32.85702, 131.6837 32.856972, 131.683629 32.856981, 131.683595 32.856986, 131.683571 32.856989, 131.683525 32.856995, 131.683483 32.856996, 131.683433 32.856994, 131.683388 32.856992, 131.683224 32.856969, 131.683105 32.856952, 131.682698 32.856895, 131.682775 32.857123, 131.682827 32.857349, 131.682954 32.857485, 131.683019 32.857558, 131.683489 32.857573, 131.683578 32.857684, 131.683787 32.857695, 131.683788 32.857684, 131.68382 32.857291, 131.683834 32.857118, 131.683835 32.857098))"
1,1,44,Ⅱ-1-3175,柿木3,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3175"", ""A33_005"": ""柿木3"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.684816 32.858533, 131.684604 32.85831, 131.684537 32.858239, 131.68451 32.858208, 131.684483 32.858169, 131.684465 32.858136, 131.684456 32.85811, 131.684451 32.858095, 131.684445 32.858073, 131.684439 32.858046, 131.684436 32.858012, 131.684435 32.858006, 131.684434 32.858006, 131.684432 32.858007, 131.684385 32.857976, 131.684381 32.857966, 131.684341 32.857938, 131.684342 32.85785, 131.684324 32.857828, 131.684324 32.857828, 131.684313 32.857661, 131.684311 32.857659, 131.68431 32.857658, 131.684298 32.857628, 131.684301 32.857583, 131.684236 32.857578, 131.684194 32.857575, 131.684075 32.857567, 131.68399 32.857559, 131.683936 32.857549, 131.683892 32.857537, 131.683858 32.857525, 131.683817 32.857511, 131.683366 32.857351, 131.683331 32.857708, 131.683357 32.857974, 131.683357 32.857974, 131.683473 32.858093, 131.683764 32.858268, 131.683614 32.85844, 131.683686 32.858438, 131.683875 32.858453, 131.683901 32.858487, 131.684127 32.858605, 131.684356 32.85863, 131.684596 32.858613, 131.684821 32.858538, 131.684816 32.858533))"
1,1,44,Ⅱ-1-3176,柿木4,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3176"", ""A33_005"": ""柿木4"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.685059 32.858342, 131.684947 32.858319, 131.6849 32.858333, 131.684846 32.858349, 131.684825 32.858355, 131.684783 32.858365, 131.684725 32.858375, 131.684545 32.858405, 131.684545 32.858405, 131.684718 32.85865, 131.684948 32.858764, 131.684976 32.858718, 131.685034 32.858621, 131.68509 32.858528, 131.68511 32.858494, 131.685138 32.858447, 131.685059 32.858342))"
1,1,44,Ⅱ-1-3191,竹ノ上2,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3191"", ""A33_005"": ""竹ノ上2"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.686831 32.85169, 131.687041 32.851562, 131.687077 32.851541, 131.687095 32.851523, 131.687181 32.851462, 131.687187 32.851447, 131.687186 32.851442, 131.687196 32.851406, 131.687217 32.85139, 131.687164 32.851312, 131.687139 32.851276, 131.687086 32.851197, 131.687051 32.851201, 131.686977 32.85114, 131.686829 32.851038, 131.686793 32.850938, 131.686684 32.850965, 131.686576 32.850966, 131.686521 32.850963, 131.686614 32.851405, 131.686614 32.851407, 131.686655 32.851597, 131.68666 32.851644, 131.686661 32.851649, 131.686664 32.851734, 131.686674 32.851733, 131.686782 32.851711, 131.686831 32.85169))"
1,1,44,Ⅱ-1-3192,竹ノ上3,佐伯市,2020-12-04,0,急傾斜地の崩壊,土砂災害警戒区域,大分県,特別警戒区域指定済み,"{""A33_001"": 1, ""A33_002"": 1, ""A33_003"": ""44"", ""A33_004"": ""Ⅱ-1-3192"", ""A33_005"": ""竹ノ上3"", ""A33_006"": ""佐伯市"", ""A33_007"": ""2020-12-04"", ""A33_008"": 0, ""layer"": ""A33-24_44Polygon"", ""path"": ""C:\\Users\\kdany\\Python\\DRR\\国土数値情報\\A33-24_44Polygon.geojson"", ""phenomenon_type_ja"": ""急傾斜地の崩壊"", ""zone_type_ja"": ""土砂災害警戒区域"", ""prefecture_ja"": ""大分県"", ""special_warning_status"": ""特別警戒区域指定済み""}","POLYGON ((131.687387 32.850806, 131.687281 32.850803, 131.687256 32.85085, 131.687228 32.850991, 131.687231 32.850999, 131.68732 32.85105, 131.687342 32.851064, 131.687425 32.851112, 131.68743 32.851115, 131.687473 32.851056, 131.687549 32.850851, 131.687534 32.85081, 131.687427 32.850807, 131.687388 32.850806, 131.687387 32.850806))"
